Entities,FPS,Frame Time (s),Physics Time (s),Cache References,Cache Misses,Cache miss rate (%)
3.0,301.76666666666665,0.0018023666666666667,2.6566666666666664e-05,455374.5333333333,30355.533333333333,0.06679456666666667
4.966666666666667,301.8,0.0033227666666666663,3.0333333333333333e-05,562339.2666666667,33206.13333333333,0.05911736666666667
6.9,301.8666666666667,0.003323166666666667,3.0099999999999996e-05,572249.2,32961.53333333333,0.0576903
8.833333333333334,301.96666666666664,0.0033275333333333333,3.27e-05,570178.8666666667,33156.46666666667,0.05837406666666667
10.733333333333333,302.06666666666666,0.0033216666666666668,3.423333333333333e-05,575251.2333333333,33175.2,0.057787033333333335
12.666666666666666,302.06666666666666,0.0033299,4.116666666666667e-05,561593.1666666666,30649.4,0.0547385
14.566666666666666,302.1,0.0033279666666666667,4.7533333333333334e-05,609202.6666666666,34803.23333333333,0.05733306666666667
16.5,302.1333333333333,0.0033239333333333334,4.943333333333333e-05,620969.2333333333,35103.833333333336,0.056699000000000006
18.466666666666665,302.1333333333333,0.003322666666666667,5.4233333333333335e-05,620476.3,34984.5,0.05650756666666667
20.266666666666666,302.1333333333333,0.0033264333333333338,5.5933333333333335e-05,623668.8333333334,35382.73333333333,0.05686796666666667
22.1,302.1333333333333,0.0033258333333333334,6.733333333333333e-05,631793.9666666667,33790.76666666667,0.053446266666666666
23.833333333333332,302.1333333333333,0.0033228999999999997,7.676666666666666e-05,693302.7,38171.36666666667,0.05491939999999999
25.633333333333333,302.1666666666667,0.0033231333333333334,7.73e-05,707229.8,38733.333333333336,0.05467623333333334
27.466666666666665,302.1666666666667,0.003324633333333333,8.583333333333334e-05,727082.6666666666,40082.7,0.055005566666666665
29.166666666666668,302.1666666666667,0.0033246666666666663,9.536666666666666e-05,740674.4333333333,40990.166666666664,0.0553283
30.833333333333332,302.1666666666667,0.0033276333333333336,9.713333333333333e-05,710702.8333333334,37340.166666666664,0.052558299999999995
32.53333333333333,302.1666666666667,0.0033254666666666668,9.153333333333334e-05,742537.5666666667,40262.666666666664,0.054172
34.166666666666664,302.2,0.0033247,0.00010059999999999999,755384.4333333333,40878.4,0.05414503333333333
35.63333333333333,302.2,0.0033287,0.00010496666666666667,775676.6,42016.166666666664,0.05428473333333333
37.3,302.26666666666665,0.0033255,0.000108,791660.6333333333,42378.73333333333,0.05346673333333333
38.9,302.3,0.0033242666666666665,0.00012586666666666667,810907.0666666667,41593.166666666664,0.05117276666666667
40.666666666666664,302.3,0.003325233333333333,0.00013376666666666667,875035.5333333333,46137.833333333336,0.05262116666666667
42.233333333333334,302.3666666666667,0.0033253000000000002,0.00014316666666666669,891861.2666666667,47225.3,0.052887866666666665
43.733333333333334,302.3666666666667,0.0033259333333333337,0.0001422,893699.6333333333,47159.9,0.0527304
45.333333333333336,302.4,0.0033271333333333335,0.00014439999999999999,922328.2333333333,48851.9,0.05287756666666667
46.666666666666664,302.4,0.0033261333333333334,0.0001499,899382.5666666667,45345.5,0.05024046666666667
48.333333333333336,302.4,0.0033278333333333337,0.00015536666666666668,931243.5666666667,48394.23333333333,0.05179383333333333
49.93333333333333,302.4,0.003326933333333333,0.00016403333333333333,957022.6666666666,49423.23333333333,0.0515163
51.5,302.43333333333334,0.0033287666666666662,0.00016313333333333333,979539.0333333333,50444.433333333334,0.051344999999999995
53.13333333333333,302.46666666666664,0.0033244,0.0001751,1011895.7666666667,51922.066666666666,0.05113436666666667
54.766666666666666,299.9,0.0033293,0.00019536666666666665,998901.2,48625.73333333333,0.04851466666666667
56.1,299.9,0.0033372666666666665,0.00018533333333333333,1042761.2333333333,52783.833333333336,0.050477433333333335
57.5,299.8666666666667,0.0033257666666666667,0.00020843333333333332,1074186.0,54259.833333333336,0.05018246666666667
58.93333333333333,299.8666666666667,0.0033258,0.00020213333333333333,1094169.8666666667,55315.13333333333,0.0503867
60.266666666666666,299.9,0.0033208333333333336,0.0002129,1098061.3333333333,56883.566666666666,0.051723766666666664
61.86666666666667,299.9,0.0033252,0.00022493333333333334,1098262.1,54103.9,0.04913016666666667
63.43333333333333,299.8666666666667,0.0033333333333333335,0.00021356666666666666,1161039.6,57235.333333333336,0.049060766666666665
64.9,299.8333333333333,0.0033266666666666666,0.00022840000000000002,1168778.3666666667,57359.933333333334,0.04896206666666667
66.5,299.8333333333333,0.0033347000000000003,0.00021909999999999999,1176871.2,57307.36666666667,0.0485819
67.93333333333334,299.8333333333333,0.0033305,0.00023490000000000002,1198824.2,58925.26666666667,0.04907063333333333
69.7,299.8333333333333,0.0033364,0.0002257666666666667,1186447.0,55848.3,0.0469665
71.33333333333333,299.8,0.0033241333333333335,0.0002710666666666667,1267588.1,62710.26666666667,0.049439800000000006
72.76666666666667,299.8,0.0033353,0.0002714666666666667,1289050.4,61831.833333333336,0.04781253333333334
74.13333333333334,299.8,0.0033262666666666668,0.0002767,1305414.4,63222.86666666667,0.04821673333333333
75.73333333333333,299.8,0.0033277000000000003,0.0002733333333333334,1315887.0666666667,62934.1,0.047594533333333335
77.2,299.76666666666665,0.0033297,0.00029413333333333335,1334348.7333333334,62278.833333333336,0.04634503333333333
78.6,299.8,0.0033259333333333337,0.0002828666666666667,1362419.0333333334,63600.86666666667,0.04650053333333334
80.2,299.8,0.0033271666666666666,0.00031193333333333334,1384166.3,65043.333333333336,0.0466099
81.86666666666666,299.76666666666665,0.0033226333333333333,0.0003149666666666667,1413738.8333333333,65825.26666666666,0.046166266666666664
83.36666666666666,299.73333333333335,0.003326033333333333,0.0003091666666666667,1468969.3666666667,67993.33333333333,0.04596973333333333
