Entities,FPS,Frame Time (s),Physics Time (s),Cache References,Cache Misses,Cache miss rate (%)
4875.566666666667,74.63333333333334,0.013411733333333333,0.011915133333333333,47471211.233333334,779141.3,0.016412466666666667
4877.2,74.63333333333334,0.013435733333333333,0.0119314,47505696.666666664,779354.7,0.016404366666666666
4878.666666666667,74.6,0.013403233333333332,0.011911633333333333,47532515.93333333,777773.7333333333,0.016362599999999998
4880.1,74.53333333333333,0.013367966666666667,0.011891966666666667,47509964.96666667,777655.8333333334,0.016367766666666665
4881.433333333333,74.5,0.013374333333333332,0.011902066666666666,47491607.96666667,780301.0666666667,0.016429000000000003
4883.1,74.5,0.013395566666666666,0.011909733333333334,47526469.733333334,779289.8333333334,0.016396466666666668
4884.733333333334,74.46666666666667,0.0133424,0.011886733333333335,47462819.03333333,773768.3666666667,0.016301799999999998
4886.366666666667,74.43333333333334,0.0133771,0.011908866666666665,47550325.666666664,777076.5333333333,0.0163409
4888.0,74.4,0.013369033333333334,0.011895999999999999,47562254.36666667,778499.7333333333,0.01636656666666667
4889.5,74.4,0.013368333333333334,0.011889833333333332,47583710.333333336,784128.3666666667,0.016478166666666665
4891.233333333334,74.4,0.013359133333333334,0.011889100000000001,47521427.43333333,775649.0,0.0163213
4892.633333333333,74.4,0.013386366666666668,0.011892866666666667,47635128.8,779664.4666666667,0.0163661
4894.333333333333,74.36666666666666,0.0134116,0.011917333333333334,47657078.8,782833.9333333333,0.0164257
4895.866666666667,74.36666666666666,0.013419633333333332,0.0119266,47620887.96666667,778755.5333333333,0.016352099999999998
4897.4,74.3,0.013415233333333334,0.011923166666666667,47640834.96666667,780449.4,0.0163813
4899.033333333334,74.26666666666667,0.013476466666666666,0.0119858,47687571.13333333,782512.0333333333,0.0164084
4900.666666666667,74.26666666666667,0.013457866666666667,0.011971299999999999,47654461.93333333,778393.8,0.01633333333333333
4902.133333333333,74.2,0.013458366666666667,0.011962233333333332,47724435.166666664,780938.2333333333,0.0163629
4903.533333333334,74.2,0.013408833333333333,0.011917733333333335,47624790.5,775906.1666666666,0.016291533333333334
4905.266666666666,74.16666666666667,0.0134032,0.0119196,47681036.9,778081.0666666667,0.016318
4906.733333333334,74.13333333333334,0.013489633333333334,0.011993233333333332,47735750.333333336,780114.7666666667,0.016342100000000002
4908.4,74.13333333333334,0.013457,0.0119641,47688339.7,777493.3333333334,0.0163031
